Date(Y.YYY),Rain(mm)
1988.846,0
1988.848,0
1988.851,0
1988.854,0.9
1988.857,0.1
1988.859,0.2
1988.862,2.6
1988.865,0
1988.867,0
1988.87,0
1988.873,0.1
1988.876,0
1988.878,0.1
1988.881,0
1988.884,3.3
1988.887,0.1
1988.889,0
1988.892,0
1988.895,0
1988.898,0
1988.9,0
1988.903,0
1988.906,0.5
1988.908,0.4
1988.911,10.3
1988.914,0.1
1988.917,0.3
1988.919,0.4
1988.922,7
1988.925,0.5
1988.928,0.3
1988.93,0
1988.933,0
1988.936,0
1988.939,0
1988.941,0
1988.944,0
1988.947,0
1988.949,0
1988.952,0
1988.955,0
1988.958,0.1
1988.96,0
1988.963,0
1988.966,0.2
1988.969,0
1988.971,0
1988.974,0
1988.977,0
1988.98,0
1988.982,0
1988.985,1.1
1988.988,0
1988.99,0
1988.993,0
1988.996,0
1989.001,0
1989.004,0
1989.007,0.3
1989.01,0
1989.012,2.3
1989.015,0
1989.018,0
1989.021,0
1989.023,1
1989.026,0
1989.029,2
1989.032,5.4
1989.034,4.6
1989.037,0
1989.04,0
1989.042,1.6
1989.045,0.1
1989.048,0
1989.051,0
1989.053,3.5
1989.056,2.6
1989.059,0
1989.062,0
1989.064,0
1989.067,0
1989.07,0
1989.073,0.2
1989.075,6
1989.078,0.1
1989.081,0
1989.084,0
1989.086,0
1989.089,0
1989.092,0
1989.095,0.4
1989.097,0
1989.1,0
1989.103,0
1989.105,0
1989.108,0
1989.111,2.2
1989.114,0.4
1989.116,0
1989.119,1.5
1989.122,0
1989.125,3.6
1989.127,6.8
1989.13,5
1989.133,0.8
1989.136,2.1
1989.138,0
1989.141,0.7
1989.144,2.3
1989.147,1.5
1989.149,4.7
1989.152,7.4
1989.155,4.1
1989.158,1.7
1989.16,0
1989.163,2.1
1989.166,7.7
1989.168,0.3
1989.171,0.3
1989.174,0
1989.177,1.9
1989.179,0
1989.182,0.5
1989.185,0.6
1989.188,3.2
1989.19,0
1989.193,0.8
1989.196,0
1989.199,9.2
1989.201,7.1
1989.204,8
1989.207,0
1989.21,1
1989.212,2.2
1989.215,11.2
1989.218,0.9
1989.221,0
1989.223,1.5
1989.226,0
1989.229,0
1989.232,0
1989.234,0
1989.237,0
1989.24,0
1989.242,0
1989.245,0
1989.248,5.3
1989.251,1
1989.253,0
1989.256,6.6
1989.259,15.5
1989.262,1.5
1989.264,2
1989.267,0
1989.27,2.8
1989.273,4.6
1989.275,6
1989.278,0
1989.281,0
1989.284,0.1
1989.286,0
1989.289,1.9
1989.292,0
1989.295,0
1989.297,0
1989.3,0.8
1989.303,0.1
1989.305,0
1989.308,0
1989.311,8.9
1989.314,0.2
1989.316,4.5
1989.319,0.5
1989.322,0.6
1989.325,0
1989.327,0.5
1989.33,0
1989.333,0
1989.336,0
1989.338,0
1989.341,0
1989.344,0
1989.347,0
1989.349,0
1989.352,0
1989.355,0
1989.358,0.4
1989.36,0.5
1989.363,0.2
1989.366,0
1989.368,0
1989.371,0
1989.374,0
1989.377,0
1989.379,0
1989.382,0
1989.385,1.9
1989.388,0
1989.39,0
1989.393,7.8
1989.396,0
1989.399,0
1989.401,0
1989.404,0
1989.407,0
1989.41,0
1989.412,0.3
1989.415,5.8
1989.418,0
1989.421,0
1989.423,0
1989.426,4.4
1989.429,2.1
1989.432,0
1989.434,0.9
1989.437,0.4
1989.44,0
1989.442,0
1989.445,0
1989.448,0
1989.451,0
1989.453,0
1989.456,0
1989.459,0
1989.462,0
1989.464,0
1989.467,0
1989.47,0
1989.473,0
1989.475,0
1989.478,0
1989.481,0
1989.484,7.3
1989.486,1.1
1989.489,4.3
1989.492,0.5
1989.495,0.3
1989.497,0
1989.5,0
1989.503,0
1989.505,0
1989.508,0
1989.511,8.8
1989.514,0.8
1989.516,0
1989.519,0
1989.522,0
1989.525,0
1989.527,0
1989.53,0
1989.533,0
1989.536,0
1989.538,0
1989.541,0
1989.544,0
1989.547,0
1989.549,0
1989.552,0
1989.555,2
1989.558,0
1989.56,0
1989.563,0
1989.566,0
1989.568,0
1989.571,0
1989.574,2
1989.577,0.2
1989.579,0
1989.582,0
1989.585,0
1989.588,0
1989.59,0
1989.593,0
1989.596,0
1989.599,0
1989.601,0
1989.604,34.1
1989.607,0.6
1989.61,0
1989.612,0
1989.615,4.8
1989.618,8.7
1989.621,0
1989.623,1.1
1989.626,0
1989.629,0
1989.632,0
1989.634,0
1989.637,0
1989.64,0
1989.642,0
1989.645,0
1989.648,3.7
1989.651,5.6
1989.653,0
1989.656,0
1989.659,0
1989.662,0
1989.664,0
1989.667,0
1989.67,0
1989.673,0
1989.675,0
1989.678,0
1989.681,0
1989.684,0
1989.686,0
1989.689,1
1989.692,0
1989.695,0
1989.697,22.2
1989.7,4.2
1989.703,6.1
1989.705,2.5
1989.708,6
1989.711,0
1989.714,0.2
1989.716,0
1989.719,0
1989.722,0.3
1989.725,0
1989.727,0
1989.73,0
1989.733,0
1989.736,0
1989.738,0
1989.741,0
1989.744,0
1989.747,0
1989.749,0
1989.752,0
1989.755,0
1989.758,0
1989.76,3
1989.763,0.6
1989.766,2.3
1989.768,0
1989.771,0
1989.774,0
1989.777,1.2
1989.779,0
1989.782,0.5
1989.785,0
1989.788,0
1989.79,0
1989.793,0
1989.796,0.1
1989.799,14.2
1989.801,14.1
1989.804,1.5
1989.807,1.2
1989.81,0
1989.812,0
1989.815,1.4
1989.818,4.6
1989.821,3.6
1989.823,8.3
1989.826,2.3
1989.829,5.2
1989.832,0
1989.834,4
1989.837,10.4
1989.84,0.9
1989.842,0
1989.845,0
1989.848,0
1989.851,4.5
1989.853,1.3
1989.856,3.3
1989.859,2.9
1989.862,0
1989.864,0.1
1989.867,0.2
1989.87,0
1989.873,0
1989.875,0
1989.878,0
1989.881,0
1989.884,0
1989.886,0
1989.889,0
1989.892,0
1989.895,0
1989.897,0
1989.9,0
1989.903,0
1989.905,0
1989.908,0
1989.911,0
1989.914,0
1989.916,0
1989.919,0
1989.922,0
1989.925,0
1989.927,0
1989.93,0
1989.933,0
1989.936,0
1989.938,0
1989.941,0
1989.944,5.6
1989.947,6.5
1989.949,22.4
1989.952,4.8
1989.955,18.2
1989.958,17.9
1989.96,1.6
1989.963,6.2
1989.966,9.5
1989.968,35.8
1989.971,2.9
1989.974,0
1989.977,4.4
1989.979,11.4
1989.982,3.5
1989.985,0
1989.988,0
1989.99,0
1989.993,0
1989.996,0
1989.999,0
1990.001,1.4
1990.004,0
1990.007,0
1990.01,0
1990.012,1.6
1990.015,12.7
1990.018,0.8
1990.021,0
1990.023,0.5
1990.026,0
1990.029,0
1990.032,6
1990.034,0.1
1990.037,0.7
1990.04,0
1990.042,0.8
1990.045,0
1990.048,0
1990.051,1.9
1990.053,0
1990.056,4.4
1990.059,5.1
1990.062,4.3
1990.064,5.1
1990.067,4.5
1990.07,0
1990.073,9.9
1990.075,0.2
1990.078,9.4
1990.081,15
1990.084,1
1990.086,15.2
1990.089,10.5
1990.092,10.2
1990.095,0
1990.097,0
1990.1,11.4
1990.103,12
1990.105,0
1990.108,0
1990.111,3.1
1990.114,8
1990.116,0
1990.119,4.1
1990.122,8.7
1990.125,0
1990.127,0
1990.13,1.5
1990.133,0
1990.136,0.4
1990.138,2.4
1990.141,0
1990.144,0
1990.147,0
1990.149,0.9
1990.152,14.4
1990.155,1.4
1990.158,1.4
1990.16,2.9
1990.163,0
1990.166,0
1990.168,0
1990.171,0
1990.174,0
1990.177,0
1990.179,0
1990.182,0
1990.185,0
1990.188,0
1990.19,0
1990.193,0
1990.196,3.2
1990.199,0
1990.201,0
1990.204,0
1990.207,0
1990.21,0
1990.212,5.8
1990.215,0
1990.218,1.2
1990.221,0
1990.223,0
1990.226,0.2
1990.229,0.3
1990.232,0
1990.234,0
1990.237,0
1990.24,0
1990.242,0
1990.245,0
1990.248,0
1990.251,5
1990.253,0.8
1990.256,0.4
1990.259,0
1990.262,0
1990.264,0
1990.267,0
1990.27,0
1990.273,0
1990.275,0
1990.278,4.5
1990.281,2.4
1990.284,1.4
1990.286,0
1990.289,1
1990.292,3.3
1990.295,0.5
1990.297,3.3
1990.3,0.8
1990.303,0.7
1990.305,0
1990.308,0
1990.311,0
1990.314,0
1990.316,1.3
1990.319,0
1990.322,0
1990.325,0
1990.327,0
1990.33,0
1990.333,0
1990.336,0
1990.338,0
1990.341,0
1990.344,0
1990.347,0
1990.349,0
1990.352,0.2
1990.355,1.7
1990.358,0.2
1990.36,0
1990.363,0
1990.366,0.1
1990.368,0.5
1990.371,0
1990.374,0
1990.377,0
1990.379,0
1990.382,0
1990.385,0
1990.388,0
1990.39,0
1990.393,0
1990.396,0
1990.399,0
1990.401,0
1990.404,0
1990.407,0.2
1990.41,0.2
1990.412,0
1990.415,2.1
1990.418,0
1990.421,3
1990.423,0
1990.426,2.5
1990.429,0.3
1990.432,2
1990.434,2.4
1990.437,0
1990.44,0
1990.442,0
1990.445,0
1990.448,0
1990.451,0
1990.453,0
1990.456,0
1990.459,0
1990.462,0
1990.464,1.4
1990.467,0
1990.47,0.3
1990.473,8.8
1990.475,0.2
1990.478,2.1
1990.481,0
1990.484,0
1990.486,0
1990.489,0
1990.492,0
1990.495,2.9
1990.497,0
1990.5,0
1990.503,2.2
1990.505,6.2
1990.508,0
1990.511,0.7
1990.514,0
1990.516,0
1990.519,0
1990.522,0
1990.525,0
1990.527,0
1990.53,0
1990.533,0
1990.536,0
1990.538,0
1990.541,0
1990.544,0
1990.547,0
1990.549,0
1990.552,0
1990.555,0
1990.558,0
1990.56,0
1990.563,0
1990.566,0
1990.568,0
1990.571,0
1990.574,0.4
1990.577,0
1990.579,0
1990.582,0
1990.585,0
1990.588,0
1990.59,0
1990.593,0
1990.596,0
1990.599,0
1990.601,0
1990.604,0
1990.607,0
1990.61,0
1990.612,0
1990.615,0
1990.618,0.5
1990.621,2.3
1990.623,0
1990.626,6.5
1990.629,10.9
1990.632,14.6
1990.634,0
1990.637,0
1990.64,0
1990.642,0
1990.645,0
1990.648,0
1990.651,0
1990.653,0
1990.656,0
1990.659,0.9
1990.662,0
1990.664,0
1990.667,0
1990.67,0
1990.673,0
1990.675,0
1990.678,0.2
1990.681,0
1990.684,0
1990.686,0
1990.689,0
1990.692,0
1990.695,0
1990.697,0
1990.7,0
1990.703,0
1990.705,0
1990.708,0
1990.711,1.9
1990.714,0.6
1990.716,0
1990.719,0
1990.722,1.9
1990.725,0.1
1990.727,0
1990.73,0
1990.733,0
1990.736,0
1990.738,0
1990.741,0.1
1990.744,12.7
1990.747,20.5
1990.749,0
1990.752,2.8
1990.755,2.3
1990.758,1.4
1990.76,0
1990.763,0.4
1990.766,0
1990.768,0
1990.771,0
1990.774,0
1990.777,0
1990.779,0
1990.782,0
1990.785,0
1990.788,0.7
1990.79,0
1990.793,1.6
1990.796,0
1990.799,0
1990.801,0
1990.804,0
1990.807,0
1990.81,0
1990.812,1.2
1990.815,10
1990.818,1.5
1990.821,10.2
1990.823,0
1990.826,1.3
1990.829,0
1990.832,0
1990.834,0
1990.837,0
1990.84,0
1990.842,0
1990.845,0
1990.848,0
1990.851,0
1990.853,0
1990.856,1.3
1990.859,1.2
1990.862,0.9
1990.864,0.6
1990.867,3
1990.87,0
1990.873,0
1990.875,0.4
1990.878,0.1
1990.881,0
1990.884,1.8
1990.886,0.2
1990.889,0
1990.892,0
1990.895,6.5
1990.897,0.2
1990.9,8.2
1990.903,0.3
1990.905,0
1990.908,0
1990.911,0
1990.914,0
1990.916,0
1990.919,0
1990.922,0
1990.925,0
1990.927,0
1990.93,0
1990.933,6
1990.936,3.8
1990.938,5.2
1990.941,0
1990.944,1.7
1990.947,0
1990.949,0
1990.952,0
1990.955,0.4
1990.958,0
1990.96,0.5
1990.963,0
1990.966,0
1990.968,4.8
1990.971,0.5
1990.974,0
1990.977,2
1990.979,3.4
1990.982,11.4
1990.985,6.3
1990.988,0
1990.99,6.6
1990.993,6.6
1990.996,0
1990.999,1.4
1991.001,11.2
1991.004,5.2
1991.007,4.9
1991.01,5.1
1991.012,1.8
1991.015,9.4
1991.018,0.1
1991.021,9.3
1991.023,16.3
1991.026,2.5
1991.029,1.9
1991.032,0
1991.034,0
1991.037,0
1991.04,0
1991.042,0.1
1991.045,0.6
1991.048,6
1991.051,0
1991.053,0
1991.056,0
1991.059,0
1991.062,0
1991.064,0
1991.067,0
1991.07,0.2
1991.073,0
1991.075,0
1991.078,0
1991.081,0
1991.084,0.4
1991.086,0.8
1991.089,0
1991.092,0
1991.095,0
1991.097,0
1991.1,0
1991.103,3.5
1991.105,0.2
1991.108,0
1991.111,0
1991.114,0
1991.116,4.6
1991.119,0
1991.122,2.1
1991.125,0.3
1991.127,0
1991.13,0
1991.133,0
1991.136,0
1991.138,0.8
1991.141,1.6
1991.144,4.8
1991.147,0.3
1991.149,0.7
1991.152,0
1991.155,0
1991.158,10.2
1991.16,0
1991.163,0
1991.166,0.5
1991.168,0
1991.171,0.6
1991.174,6.4
1991.177,10.6
1991.179,3.6
1991.182,0
1991.185,0.1
1991.188,0.9
1991.19,0.1
1991.193,0.1
1991.196,0
1991.199,0
1991.201,0.2
1991.204,7
1991.207,0.1
1991.21,2.2
1991.212,0
1991.215,0.5
1991.218,1.8
1991.221,0.3
1991.223,0
1991.226,0
1991.229,0
1991.232,0
1991.234,0
1991.237,0
1991.24,0
1991.242,0
1991.245,0
1991.248,0.6
1991.251,1.2
1991.253,2.6
1991.256,7.7
1991.259,0.3
1991.262,4
1991.264,0.5
1991.267,0
1991.27,0
1991.273,0
1991.275,0
1991.278,2
1991.281,0
1991.284,0
1991.286,0
1991.289,0
1991.292,0
1991.295,5.1
1991.297,0.7
1991.3,0
1991.303,0.7
1991.305,0
1991.308,0
1991.311,0
1991.314,2.6
1991.316,0
1991.319,0
1991.322,0
1991.325,30.6
1991.327,0.3
1991.33,0
1991.333,0
1991.336,1.4
1991.338,0
1991.341,0
1991.344,0
1991.347,0.3
1991.349,0
1991.352,0
1991.355,0
1991.358,0
1991.36,0
1991.363,0
1991.366,0
1991.368,1.7
1991.371,3.2
1991.374,0.4
1991.377,0
1991.379,0
1991.382,0
1991.385,0
1991.388,0
1991.39,0
1991.393,0
1991.396,0
1991.399,0
1991.401,0
1991.404,0
1991.407,0
1991.41,0
1991.412,0
1991.415,0
1991.418,0.5
1991.421,0
1991.423,0
1991.426,8.5
1991.429,0
1991.432,0.3
1991.434,2.7
1991.437,3.7
1991.44,0.3
1991.442,3.5
1991.445,0.9
1991.448,0
1991.451,11.1
1991.453,1.3
1991.456,2.1
1991.459,0
1991.462,2.6
1991.464,1.2
1991.467,0
1991.47,0
1991.473,0
1991.475,15.6
1991.478,8.6
1991.481,4.8
1991.484,6
1991.486,0.6
1991.489,0.1
1991.492,1.5
1991.495,0.4
1991.497,0
1991.5,8.9
1991.503,0
1991.505,0
1991.508,13.6
1991.511,0
1991.514,0
1991.516,0.4
1991.519,0
1991.522,0
1991.525,0.2
1991.527,0.1
1991.53,0
1991.533,0
1991.536,0
1991.538,2.2
1991.541,17.8
1991.544,1.9
1991.547,0
1991.549,0
1991.552,0
1991.555,0
1991.558,2.2
1991.56,8.2
1991.563,0
1991.566,0
1991.568,0
1991.571,0
1991.574,0.2
1991.577,20
1991.579,0
1991.582,0
1991.585,0
1991.588,0
1991.59,0
1991.593,0.3
1991.596,0
1991.599,0.9
1991.601,0
1991.604,0
1991.607,0
1991.61,0
1991.612,0
1991.615,0
1991.618,0
1991.621,0
1991.623,0
1991.626,0
1991.629,0
1991.632,0
1991.634,0
1991.637,0
1991.64,3.9
1991.642,3.5
1991.645,0
1991.648,0
1991.651,0
1991.653,0
1991.656,0
1991.659,0
1991.662,0
1991.664,0
1991.667,0
1991.67,0
1991.673,0
1991.675,0
1991.678,0
1991.681,0
1991.684,0
1991.686,0
1991.689,0
1991.692,0
1991.695,0
1991.697,0
1991.7,0
1991.703,2.1
1991.705,2.9
1991.708,1.5
1991.711,0
1991.714,0
1991.716,0
1991.719,0
1991.722,6.7
1991.725,0
1991.727,0
1991.73,2.3
1991.733,0
1991.736,3.7
1991.738,0.1
1991.741,27.5
1991.744,0.2
1991.747,0.3
1991.749,0
1991.752,0
1991.755,0.5
1991.758,0
1991.76,3.2
1991.763,0
1991.766,0
1991.768,0.5
1991.771,0.8
1991.774,0
1991.777,2
1991.779,0
1991.782,12.8
1991.785,0
1991.788,0.6
1991.79,0.5
1991.793,0
1991.796,0.1
1991.799,0
1991.801,0
1991.804,0
1991.807,0
1991.81,0
1991.812,0
1991.815,0
1991.818,0
1991.821,0
1991.823,0.7
1991.826,11.2
1991.829,0
1991.832,9.3
1991.834,3.5
1991.837,5.8
1991.84,5
1991.842,0
1991.845,0
1991.848,0
1991.851,1.9
1991.853,0.8
1991.856,0
1991.859,3.7
1991.862,0
1991.864,6.8
1991.867,0.3
1991.87,0
1991.873,0
1991.875,0
1991.878,0.9
1991.881,19.9
1991.884,7.9
1991.886,0
1991.889,0
1991.892,0
1991.895,0
1991.897,0
1991.9,0.2
1991.903,0
1991.905,0
1991.908,0
1991.911,0
1991.914,0.4
1991.916,0
1991.919,0
1991.922,0
1991.925,0
1991.927,0
1991.93,0
1991.933,0
1991.936,0
1991.938,0
1991.941,0
1991.944,0
1991.947,0
1991.949,0
1991.952,0
1991.955,1.1
1991.958,3.7
1991.96,3.8
1991.963,2.1
1991.966,0.1
1991.968,0.2
1991.971,1.1
1991.974,0
1991.977,0.2
1991.979,0
1991.982,0
1991.985,0
1991.988,0
1991.99,0
1991.993,0
1991.996,0
1991.999,0
1992.001,0
1992.004,0
1992.007,2.6
1992.01,1.2
1992.012,0
1992.015,0
1992.018,2.3
1992.02,3.3
1992.023,0.9
1992.026,0
1992.029,0
1992.031,0.1
1992.034,0
1992.037,0
1992.04,0
1992.042,0
1992.045,0
1992.048,0
1992.051,0.1
1992.053,0
1992.056,0
1992.059,0
1992.061,0
1992.064,0
1992.067,3.2
1992.07,0
1992.072,0
1992.075,0
1992.078,0
1992.081,0.1
1992.083,0
1992.086,0
1992.089,0.3
1992.092,0
1992.094,0
1992.097,0
1992.1,0
1992.102,0
1992.105,0.6
1992.108,2.4
1992.111,6.9
1992.113,0.2
1992.116,3.4
1992.119,0
1992.122,1.6
1992.124,0
1992.127,0.9
1992.13,3.3
1992.133,0.9
1992.135,0
1992.138,0
1992.141,0
1992.143,0
1992.146,0
1992.149,0
1992.152,0
1992.154,0
1992.157,0.9
1992.16,0
1992.163,0
1992.165,4.6
1992.168,0.3
1992.171,0
1992.173,0
1992.176,0.3
1992.179,0.2
1992.182,0.1
1992.184,0
1992.187,0.2
1992.19,3
1992.193,0
1992.195,0.4
1992.198,0
1992.201,0.3
1992.204,2
1992.206,0
1992.209,0
1992.212,0.5
1992.214,0
1992.217,1.2
1992.22,1.8
1992.223,1.2
1992.225,2.6
1992.228,0.2
1992.231,6.9
1992.234,3.3
1992.236,2.2
1992.239,1.5
1992.242,5.7
1992.245,4.9
1992.247,0
1992.25,0
1992.253,0
1992.255,0
1992.258,0
1992.261,0.9
1992.264,3.6
1992.266,1.3
1992.269,0
1992.272,0
1992.275,0
1992.277,0
1992.28,0.3
1992.283,0
1992.286,16.3
1992.288,1.7
1992.291,6.7
1992.294,0.1
1992.296,0
1992.299,0
1992.302,0
1992.305,0
1992.307,0.6
1992.31,0
1992.313,2.4
1992.316,0.8
1992.318,1.8
1992.321,12.3
1992.324,3.5
1992.327,0.3
1992.329,7.5
1992.332,0
1992.335,0.2
1992.337,0
1992.34,0
1992.343,0
1992.346,0
1992.348,0
1992.351,2.5
1992.354,9
1992.357,0.7
1992.359,0
1992.362,0
1992.365,0
1992.367,0
1992.37,0
1992.373,0
1992.376,0
1992.378,0
1992.381,0
1992.384,0
1992.387,0
1992.389,0
1992.392,0
1992.395,0.5
1992.398,0
1992.4,0
1992.403,0
1992.406,15.6
1992.408,7.4
1992.411,0
1992.414,4.4
1992.417,6.5
1992.419,0
1992.422,0
1992.425,0.1
1992.428,3.2
1992.43,3.7
1992.433,0
1992.436,0
1992.439,0
1992.441,0
1992.444,0
1992.447,0
1992.449,0
1992.452,0
1992.455,0
1992.458,0
1992.46,0
1992.463,0
1992.466,4.5
1992.469,0
1992.471,0
1992.474,0.3
1992.477,0
1992.48,0
1992.482,0
1992.485,0
1992.488,0
1992.49,0
1992.493,0.8
1992.496,2.5
1992.499,4
1992.501,4.3
1992.504,10.9
1992.507,1
1992.51,0
1992.512,0
1992.515,0
1992.518,1.1
1992.52,1.4
1992.523,0
1992.526,9.4
1992.529,0
1992.531,1.8
1992.534,0
1992.537,0
1992.54,1.5
1992.542,0.3
1992.545,0
1992.548,0
1992.551,15.1
1992.553,0
1992.556,0.9
1992.559,0
1992.561,0
1992.564,0
1992.567,0.5
1992.57,0
1992.572,0
1992.575,0
1992.578,0
1992.581,0
1992.583,0
1992.586,0
1992.589,0
1992.592,0
1992.594,0.2
1992.597,0
1992.6,0.5
1992.602,13.1
1992.605,7.3
1992.608,4.6
1992.611,8.1
1992.613,4.2
1992.616,22.8
1992.619,0
1992.622,3
1992.624,0
1992.627,0.3
1992.63,0
1992.633,1.1
1992.635,0.6
1992.638,0
1992.641,3.5
1992.643,3.5
1992.646,10.1
1992.649,0
1992.652,0.8
1992.654,3.4
1992.657,0
1992.66,18.2
1992.663,4
1992.665,0.4
1992.668,1.7
1992.671,0.5
1992.673,5
1992.676,0
1992.679,1
1992.682,2.2
1992.684,0
1992.687,0
1992.69,0
1992.693,0.6
1992.695,0
1992.698,0
1992.701,3
1992.704,0
1992.706,0
1992.709,0
1992.712,1
1992.714,0
1992.717,0.2
1992.72,2.9
1992.723,0.1
1992.725,76.3
1992.728,7
1992.731,5.5
1992.734,4.1
1992.736,0.1
1992.739,0
1992.742,0
1992.745,0.9
1992.747,1.4
1992.75,0
1992.753,8.6
1992.755,0.4
1992.758,0
1992.761,0
1992.764,0
1992.766,0
1992.769,0
1992.772,0
1992.775,0
1992.777,0
1992.78,0
1992.783,0
1992.786,2
1992.788,0
1992.791,0
1992.794,0
1992.796,0
1992.799,25.4
1992.802,3
1992.805,2.1
1992.807,0
1992.81,0.1
1992.813,6.7
1992.816,0.6
1992.818,3.1
1992.821,4.5
1992.824,1.2
1992.827,0
1992.829,0
1992.832,0
1992.835,6.9
1992.837,4.1
1992.84,0
1992.843,0
1992.846,0
1992.848,0
1992.851,0
1992.854,0.6
1992.857,9
1992.859,7.4
1992.862,0
1992.865,0
1992.867,0.4
1992.87,13.1
1992.873,1
1992.876,3.8
1992.878,0.8
1992.881,2.8
1992.884,1
1992.887,0
1992.889,2.9
1992.892,0.1
1992.895,0.2
1992.898,7.5
1992.9,12
1992.903,0.1
1992.906,3.9
1992.908,10.9
1992.911,3.2
1992.914,12.9
1992.917,4.6
1992.919,4.8
1992.922,4.9
1992.925,0
1992.928,0
1992.93,6.4
1992.933,0.1
1992.936,0
1992.939,0.7
1992.941,0.1
1992.944,1.5
1992.947,0
1992.949,0
1992.952,0
1992.955,1.3
1992.958,4.5
1992.96,4.9
1992.963,10.1
1992.966,3.8
1992.969,0
1992.971,0
1992.974,0
1992.977,0
1992.98,0
1992.982,0
1992.985,0
1992.988,0
1992.99,0
1992.993,0
1992.996,0
1993.001,0.1
1993.004,0
1993.007,0.1
1993.01,0.3
1993.012,5.6
1993.015,5
1993.018,1
1993.021,0.6
1993.023,8.1
1993.026,17.9
1993.029,1
1993.032,3.2
1993.034,11.1
1993.037,2.3
1993.04,1.2
1993.042,0.2
1993.045,0
1993.048,1.6
1993.051,0.4
1993.053,0
1993.056,2.3
1993.059,3.8
1993.062,1.9
1993.064,0.6
1993.067,0
1993.07,5.4
1993.073,1.1
1993.075,0.1
1993.078,0
1993.081,0
1993.084,0.7
1993.086,0
1993.089,0
1993.092,0
1993.095,0
1993.097,0
1993.1,0
1993.103,0
1993.105,0
1993.108,0
1993.111,0
1993.114,0
1993.116,0.1
1993.119,0
1993.122,0
1993.125,0.2
1993.127,0
1993.13,0
1993.133,0
1993.136,0
1993.138,0
1993.141,0
1993.144,0
1993.147,0
1993.149,0
1993.152,1.5
1993.155,1.2
1993.158,0.1
1993.16,0.1
1993.163,0.1
1993.166,0
1993.168,0
1993.171,0
1993.174,0
1993.177,0
1993.179,0
1993.182,0
1993.185,0
1993.188,0
1993.19,0
1993.193,0
1993.196,0
1993.199,0
1993.201,0
1993.204,0.2
1993.207,0
1993.21,0
1993.212,0
1993.215,0
1993.218,5.1
1993.221,0
1993.223,0
1993.226,0
1993.229,0
1993.232,0
1993.234,0
1993.237,0
1993.24,0
1993.242,4.5
1993.245,11.1
1993.248,9999.9
1993.251,0
1993.253,2.4
1993.256,7.4
1993.259,0.5
1993.262,1.5
1993.264,1.3
1993.267,1.7
1993.27,22
1993.273,3.4
1993.275,2.8
1993.278,0
1993.281,0
1993.284,0
1993.286,0
1993.289,0.1
1993.292,0
1993.295,0
1993.297,0
1993.3,0
1993.303,0
1993.305,0.2
1993.308,7.3
1993.311,3.1
1993.314,0
1993.316,3.7
1993.319,0
1993.322,0
1993.325,0
1993.327,0
1993.33,0
1993.333,0
1993.336,0
1993.338,0
1993.341,0
1993.344,0
1993.347,0
1993.349,0.3
1993.352,0.5
1993.355,0.2
1993.358,0
1993.36,0
1993.363,0
1993.366,0.3
1993.368,0.9
1993.371,0
1993.374,2
1993.377,0.1
1993.379,1.2
1993.382,24.4
1993.385,0
1993.388,0
1993.39,0
1993.393,0
1993.396,2.7
1993.399,6
1993.401,0.2
1993.404,0
1993.407,2.5
1993.41,0.3
1993.412,0.1
1993.415,2.9
1993.418,0.5
1993.421,0
1993.423,0
1993.426,0
1993.429,0
1993.432,0
1993.434,0
1993.437,3.2
1993.44,2.1
1993.442,9.2
1993.445,3.2
1993.448,3.8
1993.451,0.6
1993.453,6
1993.456,12.2
1993.459,0.5
1993.462,0.1
1993.464,0
1993.467,0
1993.47,0
1993.473,0
1993.475,0
1993.478,0
1993.481,0
1993.484,0
1993.486,0
1993.489,0
1993.492,0
1993.495,0
1993.497,0
1993.5,0
1993.503,0
1993.505,0
1993.508,0
1993.511,0
1993.514,0
1993.516,0
1993.519,6.1
1993.522,2.5
1993.525,0
1993.527,0
1993.53,9.7
1993.533,4.1
1993.536,7.2
1993.538,0.5
1993.541,0
1993.544,1.7
1993.547,0.7
1993.549,0
1993.552,0
1993.555,0
1993.558,5.8
1993.56,0.9
1993.563,0.2
1993.566,1.9
1993.568,2.5
1993.571,0.1
1993.574,0.2
1993.577,0
1993.579,0
1993.582,0
1993.585,0.4
1993.588,0.2
1993.59,2.7
1993.593,0
1993.596,0
1993.599,0
1993.601,0
1993.604,0.1
1993.607,0
1993.61,15.4
1993.612,0
1993.615,0
1993.618,0
1993.621,0
1993.623,0
1993.626,0
1993.629,0
1993.632,0
1993.634,0
1993.637,8.5
1993.64,0.4
1993.642,0
1993.645,0
1993.648,0
1993.651,0
1993.653,0
1993.656,0
1993.659,0
1993.662,0
1993.664,0
1993.667,0
1993.67,0
1993.673,0
1993.675,0
1993.678,0
1993.681,0
1993.684,16.2
1993.686,1.8
1993.689,2.5
1993.692,1
1993.695,0
1993.697,15.2
1993.7,7
1993.703,0
1993.705,7.3
1993.708,0.2
1993.711,0
1993.714,0
1993.716,0.6
1993.719,14.1
1993.722,0.1
1993.725,0
1993.727,0
1993.73,0.2
1993.733,0.2
1993.736,0
1993.738,4.6
1993.741,1.1
1993.744,4
1993.747,9.6
1993.749,15.5
1993.752,0
1993.755,1.8
1993.758,8.5
1993.76,15
1993.763,4.7
1993.766,3.1
1993.768,8
1993.771,0.1
1993.774,7.2
1993.777,4.4
1993.779,25.4
1993.782,0.7
1993.785,0
1993.788,0
1993.79,0
1993.793,0
